sentence	is_counterfactual
小型のカメラならSPIDER CAMERA HOLSTERかCapturePRO Camera Clipの方がいいです。	1
ドライバを別に入れなくてはならないのがちょっとだけ手間ですが、入れてしまえばあとは挿すだけです。	0
画像より黄色が、やまぶき色だったのが・思ったより良かったかな。	0
安全回路が働いたのでしょうか？	0
そういう見方をすれば☆5つ付けたいところですが。	0
とりあえず履き心地はいいです。	0
容量も多くSO-01Eで3回は充電できると思います。	0
ただその為に少し改造ということで、強度が必要な部分には更に糸を縫いこんで強度アップを図りました。	0
思ったより小型です。	0
わざわざ紙本では買わなかったと思いますが、こういう形で名作と再会できるのがKindleの良いところですね。	0
コンパクトで使い勝手はいいです。	0
セルフタイマーを使用しても良いのですが、このリモートコードを使った方が任意のタイミングでシャッターを切れるので便利。	0
追記4・ USBを使わなければRCAジャック入力に信号を入力して聞くことができます。	0
ただ、スピードの調整はレバーじゃなく、トリガーのほうがいいように思いますが、親指でレバーを扱うのですが、親指は道具の固定に必要だとおもうのですが	0
無線LANが安定しないから不安定で使い物にならないとお嘆きの方は設定無線LANアクセスポイント（ルーター）設定を見直し下さい。	0
とてもいい商品で何の問題もなくつかえるがミキサー初心者だったからこれをかったが今思えばもっと大きいものをかっておけばよかったと思うｗ・・まぁこれは初心者には十分です	1
サイズはちょうど良かったです。	0
診断用コネクターから回転数を拾って、音質を向上させたら良い物になるでしょう。	1
よく見る普通のクロックスやパチモノも履いたことあるのでそこら辺とも比較しつつ、、、・普段スニーカーは26cm、幅の広い革靴などは25cm、コンバースやナイキは幅が狭く履く気にならない感じの足型ですが、今回はこれをM7/W9(25CM)、Cobbler M8/W10(26CM)で購入。	0
一点、会話で比較級が多用されているのは興味深く、自分でも使えたらと思いますが、これはイギリス英語特有なのか、上流社会の洒落た言い方なのかはっきりしません。	0
子供ならではのカバの造形で、時々眺めて微笑んでいます。	0
価格を上回る商品だとは思いますが、マニュアルで光量の調整ができれば尚良かったと思います。	1
機会がありましたらまた注文したいと思います。	0
こども用かと思ったのですが大人自分の腕にもフィットなかなかかわいく使ってます	1
使用目的でかなり変わると思います。	0
ホワイトノイズは基本トリブル依存らしく、トリブルを上げれば上げるほど大きくなる。	0
やはり純正品なのでとても掛けやすく立体感もあり、迫力ある映像が自宅でも観ることが出来、格安で購入出来てよかったです。	0
可もなく，不可もなくといったところでしょうか。	0
こうした交換部品があると、優れた製品を長く使用することができるので、ユーザは助かります。	0
ソケットが下向きにも使用でき、邪魔にならず、・作りもしっかりしていて、安っぽくないところが良いです。	0
輝度も十分で購入して良かったと思います。	0
これは安価で、初心者がロックやメタルの音を出したいなら必須でしょう。	0
少々安っぽかったが使用上の問題はないと思う。	0
ここなら3,600円くらいですし、まぁ良いんじゃないかなと。	0
と思ったけど・黒がなかったのでamazonで購入。	0
サイズ大きめでfpsなどのゲームにあまりむかないと思う	0
年末年始に久しぶりに使おうと思ったら、・短針と長針が30分ほどずれ、時間があわせられなくなりました。	0
分別の比率もちょうどいいです。	0
平気で１、２時間もこのジャンピングに預けていられて大助かり。	0
欲を言えばベビーメトロイドのようなおまけやパーツとしてはやはりミサイルが・欲しかったなとは思いますが、まあ贅沢な要求かもしれないです。	1
また、この製品と、ヘッドフォンの接続には、ほとんどの方の・ヘッドフォンの端子が、ステレオミニプラグ（3.5ｍｍ径）だと思いますので、・『ステレオミニプラグ→ステレオ標準プラグ変換プラグ』が必要です。	0
心に突き刺さるような作品ではないかもしれませんが、場面場面心に残る映画だとおもいます。	0
届いてみれば太くて信頼できそうな感じです。	0
機能が優秀なので、コスパは非常に高いと思います。	0
美しいピアノ音楽が好きならば、ぜひこのアルバムをお買い求め下さい。	0
コストパフォーマンス高いと思います、完全に元ををとりました。	0
その他には今のところ不自由を感じませんが、もう少し使用してから追加報告ができたらと思います。	0
拉致られ体質ってあるのかな、と思うぐらい拉致られます。	0
どういう映画か全然知らずに見ましたが・私には今見るべき映画だったと感じました。	0
本物は自分が新聞配達のバイトをしていた時に、雨の日も風の日も走りまくれる頼もしさを実感しています（消耗品ですが）・・普通のクロックスでは耐久性や剛性感に不満がある人にお薦めだと思います	0
誰かも言ってましたが、こちらが純正のほうが良かったかな？	1
しかし値段の割りに機能面・使いやすさは大変すばらしい商品だと思う！	0
もっと長時間乗せたいのですが、制限時間があるのでしょうがないですね。	1
もっと上手にハイハイできるようになればフローリングで使います！	0
次はいつ出るのだろう...	0
）便利だな、と思いました。	0
どこの家電にもなくてこまつていたところでした・価格も安く もっと早く知っていればよかったと思います・カメラを買い換えるかとも思っていたところ・気に入っていますから これでまだまだ使います・とてもありがたいのです	0
厚さと重さで☆一つ減らしましたが、コスパでいけば100％でしょうか。	1
取り回しが利きづらいので買う人は長めのものを選択するといいかも。	0
時折インターネット上で生放送をしていますが、その時も音質は良いと言われます。	0
原作を知らなければそのカラクリに新鮮に驚いて楽しめていただろうにと、後悔してしまうほどに楽しめました。	0
外出時に、電池の節約だの何だの考えて思う存分F-10Dをあつかえなかったが、この電池を手にしてからは、・ 外出時に、ナビを使用したり、ネットを閲覧したりできるようなり、便利になった。	0
機動性から見ても十分な性能だと思う。	0
不朽の名作と言われているようなので、一度は見ておこうと思いましたが、うーん、おもしろくなかった。	0
大きさがほんの少し大きくした方が良かったかな？	1
外れると困る方は、いいかもしれません。	0
購入時、最安値で購入、価格、納期に満足・購入後、価格が ↑ 購入して良かった	0
左足は、ちょうどかなって、感じだったのですが、右足が甲が入りにくく、・23.5と言うのがあれば、よかったのですが24だと大き過ぎるでしょうし・結局、履かずです。	1
操作のしやすさも、もう少し欲しいです。	0
ケースを外した状態で落としたりと思わぬトラブルを考えるとせめてケース底部をバッテリー交換、カード交換のために一部くり抜いておくだけでもずいぶん違った筈ではないでしょうか	0
後方確認はいつも気になっていることろでしたが、使い始めてから後方確認がしやすく大変助かっています。	0
本当に今回購入した製品のケースなのでしょうか疑問です。	0
ワゴン付きなのが良かったです	0
ニール・ヤングの名曲「On the Way Home」や「 I Am A Child 」 を含むオリジナル・アルバムの曲順通り聴きたかったというファンも少なくはなかっただろうに。	0
購入して後悔はないでしょう。	0
著者はイギリス、アメリカの豊さをもたらした政治体制を理想的な体制と言っているように思われるがはたしてそんなに楽観的にとらえて良いのだろうかと思う。	0
「テンポがずいぶん速いな」と思う曲もありましたが、満足しています。	0
ただ、慣れるのに少し時間が掛かるが、慣れれば使いやすい。	0
辞書片手でもいいですから、写真の解説（文章量は必要最小限に抑えられています）だけでも	0
この値段で言う事ではないと思います。	0
さて，Mahavishnu Orchestraはジャンルとしてはジャズやフュージョンに入れられることがあるものの，プログレッシブロックに分類されてもおかしくはないサウンドだと思います。	0
安価で沢山買えて助かりました。	0
Anker Astro3E 大容量モバイルバッテリー 10000mAh 5V/3A 2USBポート同時充電を今回購入、非常に良い商品で購入し良かった。	0
長女の友達のシドはなんだこの人はと最初は思ったのですが、逆にいないと困るようになってきて、いい子だなと思うようになりました。	0
ということなのかな、と思います。	0
高級感を求める時計ではありませんが、おしゃれで精度もよく、文字盤の色も味わいがあっていいです。	0
車載は諦めて監視カメラにしようと思いますが、電源をどうしようか思案中です。	0
中国産のパチモンでも掴まされたかと思いましたが、一応ハスブロの正規商品？	0
購入後２ヶ月で押し入れ行きに・・・・実際に自分の子供が喜ぶかどうか、どこかの店頭で確かめればよかったと後悔しました。	1
ただ、本書では文法の詳細については触れられていないので、各項目については、ネットで調べるのがよいだろう。	0
これがオーディオ用ケーブルであれば、とてもこの値段では入手できません。	1
値段が値段なのでこんなものでしょうか。	0
暫く使って良かったらオートリレー付きを買いたいと思います。	0
このアルバムで注目すべきところは新メンバーとして加入したチャック・リーベル（最近ではローリング・ストーンズなどのツアーメンバーなどしてます。	0
そこそこのカメラですが、OLYMPUS XDピクチャーカードが無ければ本体を捨てる所でした。	0
せっかくドラゴンなのですから、縮小化に成功したリボルテック鬼太郎とは逆にサイズをあと少しでも大きくして欲しかったですね。	1
しかし、その声を掻き消すだけの説得力を持ちえたのは、その誠実さだと思う。	0
質感は値段なりで見る人によっては安っぽく思えるかもしれませんが、音楽を長時間家で聞く人で音漏れを気にしないならとても良いヘッドホンだと思います。	0
調光方法などの取扱説明（英文）がもう少し丁寧だと、星五つだったのですが。	1
アンドロイド端末で見れたら、良かったと思います。	1
先週、カスタマーセンターにメールを送りましたが、全部英語での返信で、具体的にどうすればいいかが書かれておりませんでした。	0
思った以上に長いので非常に邪魔と感じることが多かった。	1
とてもいいのですが調整中にガリがでます。	0
明るいし長時間ついていますし、助かっています。	0
履き心地はよいです。	0
確かに本物かどうかわかりませんが、端子品質も悪く無いと思います。	0
たまに家庭で楽しむには充分な商品だと思います♪	0
それらを承知の上使うなら（慣れるなら）、けっこうオシャレなでなかなかなものだと思う。	0
iriver T-60のようなジョイスティックタイプのように完全ブラインド操作はできませんがある程度(一時停止、スキップ、リピート)ならばポケットの中に入れた状態でも手探りで操作できます。	0
でも、専用フードにしてはもう少し長さがあった方がフードとしての役割が大きいと思います。	0
スタンドを使うことを考えれば、すごい省スペースになります。	0
でも法廷用語や日常のアメリカで使われているであろう語彙、でも私たちノンネイティブスピーカーからしたらなじみのないものも多く感じました	0
デザインはシンプルで良いです。	0
次に購入するとしたら、重いのを覚悟で10×42 L ISWPで三脚使用にするか，・一気にＮikon EDGか、欧州機の8〜8.5×42といった、・明るく広い視野の最高級機器でないともう満足できないのではないかとさえ思います。	0
しかし、クロックスは同じサイズ表記でもモデルによって実サイズが違うものがあるのでできれば実店舗などで購入前に合わせてみることを	0
つまり、もともと一晩中点灯しているような性質の製品ではないのでしょう。	0
自分の思ったのとは、少々違う感じでしたが、良かったです！！！	0
Amazonが一番安く買えて良いと思います。	0
ファンであれば買っておくべきです。	0
普段使用しているスマホ充電用のMUSBでAnkerに充電ができるので・パソコンを立ち上げなくてもいいのがいいと思います。	0
F-84Wは３年くらいでベルトが切れて使えなくなったので、今度はもっと長い期間使えるといいですね。	1
テラスハウスで流れていた曲が欲しくてレンタルしようと思ったが買った方が早かったから。	0
容量と値段を考えればいいコスパしている。	0
本当の戦闘はもっと長かったし，地下壕の中はもっと悲惨だったのは差し引いて良いと思う。	0
時計のデザインがシンプルなのにベルトの色で違うイメージになるので、もうひとつ文字盤が白いのも欲しいと思いました。	0
止まっていても、また時間を合わせればすぐ使える便利さを知ったら、やめられません、・黒と迷ってる方がいましたらこの紺色は写真よりずっと 落ち着いた濃い目の紺である・ことを伝えたくてレビューしました。	0
正直なところファンクラブも海外のものですので・マニアックなファン以外は・通常の限定デュアルディスクバージョンで充分なように思います。	0
商品の紹介ページがもう少し詳しかったらよかったのですが、これだと勘違いしてしまう人がいるのでは・・・？	1
肝心の本作品についてはいいものだと思います。	0
期待しないで観たところ、面白くて面白くてもっと続きが観たい！	0
欲を言えばリセットする際秒針が瞬間に戻ってくれれば良いんですけどそれは流石に無理かな？	1
円安の影響なのかなって思っていましたが、また30,000円以下になって得した感じです。	0
クラシックにはいいと思います。	0
"""\\""""You Raise Me Up\\"""" の様な曲をドラマティックに歌い上げる、たとえばホイットニー・ヒューストンのようなボーカルは多いと思うのですが、この耳障りではなく、スッと入ってくる歌唱は新鮮です。"""	0
孫がとても気に入ってるようでスカイプで喜びのテレビ電話ができてよかったと思っております。	0
ジュールズ・ホーランドとの1曲は'92年の録音ですが、それ以外は死の直前までの録音だと思います。	0
で室内専用になりそうですが、この価格でこのクオリティなら買って後悔することは無いとおもいますよ。	0
ポケットがあれば良かったな	1
相手がお返しを気にしなくてもいい手頃な値段だし、商品自体が大き過ぎないので外出先でプレゼントしても荷物にならなくていいし、何よりもデザインがお洒落なので親（友人）が大喜びでした。	0
素直にショップで純正買えばよかった！	1
また，閉鎖した時は 完全ではないのでしょうが閉鎖性は高くレンズをホコリから守ってくれいるようです．	0
１２Ｖの電源がついてこの価格ですので、大変お買い得だと思います。	0
４７０００円引く３３０００円の１４０００円で防振メカは搭載不可能でしょうから、比較の対象ではないんでしょうけどね。	0
輸入版を購入する際は、日本語マニュアルが同梱されているかどうかを・確認してから購入したほうがいいと思う。	0
「良い音質で録音する」という目的に対して、十分に使えるかとは思います。	0
この問題を許容できる心、もしくは改善できる技術を持っている方であれば躊躇いなく	0
人によって好みの分かれる作品だと思います。	0
あとEDがアニメっぽくてカッコよかった。	0
この手のものは値段次第だと思います。	0
久しぶりに1ガンレフを購入し、標準の長玉ズーム用に購入、少し大きめだけど、逆にすればバックに入れても持ち運びにあまり不自由がありません。	0
価格がもう少し安いとうれしいです。	1
文句は言ったけど付属品も充実してよかったですよ。	0
キャンピングテーブルを囲んで何かやるような時、2つあれば十分。	1
もちろんＡＵＸ端子につないだ方が音質はいいのですが、大音量で聞くこともないし、購入して１週間ほど使ってますが、他の電波に干渉されることは全くなく、今までのＦＭトランスミッターは何なんだと思わせます。	0
(透明が良いです)・砂はポリタンクに入れて出来るだけ近くに置いてホースを短くします。	0
ワンランク上にすれば良かったかな	1
CD900STの方が全ての音域が均等に聞こえ、・DAW作業には向いてるとは思いますが、・結局相対的なものなので、こちらが使いやすければこれでよいと思います。	0
ヘッドフォンなら是非相応な専用アンプを介して聴くべきでしょう。	0
映像を見ているうちに、本当に腹立たしくあってはならないことが実際にあったことに、憤慨しました。	0
自分も2回ほど使いましたけど、もう使う事はないと思うので・そろそろ出品しようと思います。	0
この本も改めて読めてさらに感動があって良かったです。	0
それでそれほど簡単に割れるなら4000円台でも良いかと思い、購入しました。	0
やはり並行輸入品のせいでしょうか？	0
コンパクトでとてもよいです。	0
ただ、この値段ですから必要十分だと思います。	0
（あとはAmazonロゴ）・・自分は★５でもいいんですが無難に★４で。	0
まだ初期のRGほど値下がりはしていませんが、30％OFFの価格なら買いだと思います。	0
精度はとてもよく現在地確認に助かりました。	0
寝ている間に充電するので、時間は気にならないが、・充電中の機器から「ピー」という音が聞こえる。	0
手にピッタリ収まるサイズで私には扱いやすく良かったです・購入後1ヶ月なので耐久についてはまだわかりませんが、3年保証付きなので心配する必要は無さそうです。	0
自分のまわりにもいると思って 少し涙するのはなぜでしょうか。	0
でも、それでも使い始めれば・ジョギングのモチベーションが上がります。	0
娘にこれがいいといわれ購入 ジジイてきにはこんなものが？	0
矛盾しますが、このあたりからビートルズがビートルズになりはじめたのでないでしょうか。	0
認識速度は決して早いとは言えませんが、一度接続できれば安定しています。	0
使い方を考える必要があるでしょう。	0
手軽で、家族みんなで楽しく美味しいたこ焼きが出来、お薦めの商品だと思います。	0
これがあれば・何個もバイク、自転車につけとけば・上のだけ使いまわせるので便利	0
日本ではあまり売られなくなったのでしょうか？	0
問題なく動いています、１度の充電で30時間もちますのでバッテリーの容量も不満のない範囲だと思います。	0
すなわちモノラルこそ彼らがOKを出した唯一の「音」なのだと思います。	0
夜の撮影には、コンパクトでありさすがニコン製は良いですね、ただ先端接触部に蓋ができる、簡単なサックがあると最高です。	1
もっとも、アベンジャーズしか見てないので、感情があまりない演技のほうが素に見えてしまうけどね。	0
他のシルバニアのレビューも少しづつですがyoutubeでもアップしていきますのでよろしければご覧になってください。	0
せめて2000円前後なら納得できるのですが…	1
欲をいえばノイズゲートとかディレイ、リバーブでしょうけどこの価格帯でそれを無理です。	0
透明感があって良いですね。	0
よくわかりませんが、商業ベースを完全無視し本当に、・自分が歌いたい歌を吹き込んだ、ものだと思います。	0
開けてまず思ったことはパーツが多い!	0
昔のシガーソケットと今のものはちょっと構造が違うのでしょうか？	0
作業中フと見て改めて“いいねぇ～”と思ったりします。	0
じっくりと構えて聴くべき音が詰め込まれています。	0
学習リモコンなのでどの機能をどんなアクションに割り当てるのを考えるのも楽しいですが・１３の機能までとなっているので必要最小限の機能にしなくてはならないでしょう。	0
まだ本格的に使用していないのですがボタンの割り当てなど色々できそうなのでこれから使い方を勉強しようと思います。	0
意外と幅をとりますが、子どもは喜んで遊んでいるので購入して良かったです。	0
最後は，ダニエル（シンデレラのこと）がこの後しっかり手綱を取って暮らしていくんだろうなぁ...	0
一番明るくすると，レンズがかなり熱くなりますが，４つの明るさを選択できるので，使い分けると良いと思います。	0
サイズが思ったより大きかったのでもう一つ小さいサイズでもよかったかなと思っていますが、はきやすくて気に入っています。	1
"""人類の文明史を同じように\\""""Big Picture\\""""で一冊の本にまとめた一般向けベストセラーと言えば、この本の表紙に賛辞を寄せているジャレッド・ダイヤモンドの『銃・病原菌・鉄』がありますが、内容としてはこの本も同書と同じようなアプローチで書かれている本と言えるでしょう。"""	0
多分、新規モデル化にあたっての付加価値的な考えだと思うのですが、これらのメカの立体化より、電飾をした方が・メリットが有る様に思います。	0
10月に入るとすぐに、「A Time to Kill」を19年振りに再読した（これもキンドル版である）、この本、「Sycamore Row」にもJake を始め多くのその当時の登場人物が出て来ることが予想されるので、文中で迷子にならないようにするためである。	0
「ロケットマン」や「ダンデア」があるのだから、宇宙はバ-ニ-の関心の範囲内と思われ、・とすれば、これは無人探査機ボィジャ-のことなのだろう。	0
ある意味ブライアンでの印象が強烈に刻み込まれた現状を鑑みるに、そうせざるを得ない場合は思い切って解散もありかと思うのである。	0
今までの簡易サンダルは何だったのだろう。	0
）していてその辺の説明がなかったので少々迷うこともありましたが良い出来だと思います。	0
足元にはウレタンかスポンジの薄いマットがあると、足に大きな負担をかけないのでいいかも。	0
雑誌の中で見つけ、やんちゃな息子にぴったりだろうと、3か月頃だった頃から目を付けていました。	0
これは結構ポイント高いと思います。	0
店頭で試した他の商品に較べ、思ったよりも立体感の乏しい画像なので、買うべきではなかった、と後悔。	1
細かいパーツが多いですが、レゴに慣れている方には問題ないレベルだと思います。	0
